Row_Number,Lapwing_ID,Test_Number,Fields,Urban,Water_Ponds,Experiment,Date,time,Trial_order,Weight,Year,Sex,Nest_X,Nest_Y,Initial_weight,TimeStandingSec,Head_bobbing,peck,Pose_fly,preening,Puff,Call,screening,Shake_wings,Shaking_head,Tail_wingle,Fly_Sequences,Mean_Time_Fly_sec,Total_Time_Fly_sec,SE_Time_Fly_sec,Number_Stops_Locations,Total_Time_Stoped,Walking_Meters,Percentage_In_Camera_View,area_explored,TimeInCenter,TimeInPeri,TotalUniqueLocationsVisited,NumberOfHighExploration,NumberOfMedianExploration,NumberOfLowExploration,PC1,PC2,SMI,Experiment_SMI,Spur_mm,Wing_mm,Tail_mm,Leg_mm,Time_to_emerge,Minimum_Disp_Threat
318,33858,1,74,15.91,0,OFT,01/05/2021,09:40:00,3,170,2021,Female,32.148673,34.820411,185,293.1,0,0,0,0,4,24,0,0,0,4,3,4.84,14.51,2.53,370,25,19.83,98,33.33,50,50,52,2,4,46,1.368647672,-0.742411111,186.6553207,171.0532392,6.8,204,88,73.5,NA,NA
319,33858,1,74,15.91,0,CST,01/05/2021,09:40:00,3,170,2021,Female,32.148673,34.820411,185,42.97,0,0,0,0,0,69,0,0,0,0,5,3.36,16.8,0.73,53,31,42.35,84,35.9,1.1,98.9,56,0,2,54,-2.27907228,-0.345755589,186.6553207,171.0532392,6.8,204,88,73.5,NA,49.49
320,33858,2,74,15.91,0,LTE,10/05/2021,08:24:00,1,174,2021,Female,32.148673,34.820411,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186.6553207,175.0780213,6.8,204,88,73.5,53.42,NA
321,33858,2,74,15.91,0,OFT,10/05/2021,08:24:00,1,174,2021,Female,32.148673,34.820411,185,262.4,3,0,0,0,4,17,1,0,0,3,4,4.31,17.24,2.01,313,36,44.9,98,62.18,16.1,83.9,97,2,2,93,1.86454682,1.18611984,186.6553207,175.0780213,6.8,204,88,73.5,NA,NA
322,33858,2,74,15.91,0,CST,10/05/2021,08:24:00,1,174,2021,Female,32.148673,34.820411,185,18.63,0,0,0,0,0,133,0,0,0,0,6,3,18,1.13,22,13,30.44,42,24.36,0.1,99.9,38,0,0,38,-1.908283426,-0.359783988,186.6553207,175.0780213,6.8,204,88,73.5,NA,152.86
323,33858,3,74,15.91,0,LTE,17/05/2021,11:02:00,6,173,2021,Female,32.148673,34.820411,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186.6553207,174.0718258,6.8,204,88,73.5,600,NA
324,33858,3,74,15.91,0,OFT,17/05/2021,11:02:00,6,173,2021,Female,32.148673,34.820411,185,131.1,1,0,0,0,0,33,0,0,0,2,6,3.72,22.35,2.21,136,55,104.06,80,27.56,0,100,43,1,3,39,-2.276396184,1.390416911,186.6553207,174.0718258,6.8,204,88,73.5,NA,NA
325,33858,3,74,15.91,0,CST,17/05/2021,11:02:00,6,173,2021,Female,32.148673,34.820411,185,30.2,0,0,0,0,0,156,0,0,0,0,7,3.78,26.49,0.93,35,13,56.28,64,25,0.1,99.9,39,0,0,39,-2.513084398,-0.640561515,186.6553207,174.0718258,6.8,204,88,73.5,NA,78.26
326,33859,1,31.99,32.88,0,LTE,01/05/2021,08:48:00,1,190,2021,Female,32.140829,34.821023,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175.7535219,186.8807094,6.4,211,90,70,3.46,NA
327,33859,1,31.99,32.88,0,OFT,01/05/2021,08:48:00,1,190,2021,Female,32.140829,34.821023,180,311.6,3,0,0,4,4,1,3,0,6,10,2,4.18,8.36,0.96,380,17,13.87,97,22.44,81.6,18.4,35,2,3,30,1.73072777,-2.585888179,175.7535219,186.8807094,6.4,211,90,70,NA,NA
328,33859,1,31.99,32.88,0,CST,01/05/2021,08:48:00,1,190,2021,Female,32.140829,34.821023,180,108.5,7,0,0,0,1,0,1,0,0,2,1,3,3,NA,159,11,11.38,100,14.1,0.1,99.9,22,1,0,21,2.877669086,-0.508053511,175.7535219,186.8807094,6.4,211,90,70,NA,159.33
329,33859,2,31.99,32.88,0,LTE,10/05/2021,09:50:00,4,182,2021,Female,32.140829,34.821023,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175.7535219,179.0120479,6.4,211,90,70,3.15,NA
330,33859,2,31.99,32.88,0,OFT,10/05/2021,09:50:00,4,182,2021,Female,32.140829,34.821023,180,356.07,0,0,0,1,2,1,0,0,1,7,1,3.75,3.75,NA,402,7,9.83,100,19.23,63.2,36.8,30,4,1,25,1.365468685,-3.2031389,175.7535219,179.0120479,6.4,211,90,70,NA,NA
331,33859,2,31.99,32.88,0,CST,10/05/2021,09:50:00,4,182,2021,Female,32.140829,34.821023,180,113.97,3,0,0,0,0,0,0,0,0,6,2,3.38,6.75,1.59,160,11,11.33,100,12.82,22.1,77.9,20,0,3,17,1.71063387,0.01793358,175.7535219,179.0120479,6.4,211,90,70,NA,125.26
332,33859,3,31.99,32.88,0,LTE,17/05/2021,11:37:00,7,169,2021,Female,32.140829,34.821023,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175.7535219,166.2254731,6.4,211,90,70,600,NA
333,33859,3,31.99,32.88,0,OFT,17/05/2021,11:37:00,7,169,2021,Female,32.140829,34.821023,180,329.93,2,0,0,1,3,0,2,0,1,11,1,5.74,5.74,NA,396,13,13.39,100,26.92,0.1,99.9,42,2,3,37,0.593680619,-2.518611095,175.7535219,166.2254731,6.4,211,90,70,NA,NA
334,33859,3,31.99,32.88,0,CST,17/05/2021,11:37:00,7,169,2021,Female,32.140829,34.821023,180,123.77,3,0,0,0,1,0,2,0,1,3,1,4,4,NA,173,5,6.41,100,7.05,0,100,11,1,1,9,3.230489714,-1.330845397,175.7535219,166.2254731,6.4,211,90,70,NA,182.67
335,33860,1,31.99,32.88,0,LTE,01/05/2021,09:15:00,2,163,2021,Male,32.140829,34.821023,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182.7580499,163.4704339,7.9,205,94,74.5,9.98,NA
336,33860,1,31.99,32.88,0,OFT,01/05/2021,09:15:00,2,163,2021,Male,32.140829,34.821023,182,175.37,0,0,0,0,3,0,0,0,2,8,2,4.68,9.35,1.3,172,74,93.51,100,52.56,2.1,97.9,82,1,2,79,-0.375908683,1.537534316,182.7580499,163.4704339,7.9,205,94,74.5,NA,NA
337,33860,1,31.99,32.88,0,CST,01/05/2021,09:15:00,2,163,2021,Male,32.140829,34.821023,182,54.9,0,0,0,0,0,10,0,0,0,1,15,2.08,31.19,1.04,73,25,34.89,80,25,0.2,99.8,39,0,1,38,-1.911397219,-0.301856084,182.7580499,163.4704339,7.9,205,94,74.5,NA,168.25
338,33860,2,31.99,32.88,0,LTE,10/05/2021,09:22:00,3,166,2021,Male,32.140829,34.821023,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182.7580499,166.4790922,7.9,205,94,74.5,75.33,NA
339,33860,2,31.99,32.88,0,OFT,10/05/2021,09:22:00,3,166,2021,Male,32.140829,34.821023,182,84.27,0,0,0,0,2,0,0,0,0,6,6,2.93,17.56,1.39,54,42,161.73,81,33.33,0.1,99.9,52,2,1,49,-1.479215836,1.772792155,182.7580499,166.4790922,7.9,205,94,74.5,NA,NA
340,33860,2,31.99,32.88,0,CST,10/05/2021,09:22:00,3,166,2021,Male,32.140829,34.821023,182,32.53,0,0,0,0,0,1,0,0,0,0,4,4.39,17.57,1.06,16,10,92.85,85,21.15,0.1,99.9,33,0,1,32,-2.446765082,-1.082972055,182.7580499,166.4790922,7.9,205,94,74.5,NA,90.22
341,33860,3,31.99,32.88,0,LTE,17/05/2021,08:50:00,2,163,2021,Male,32.140829,34.821023,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182.7580499,163.4704339,7.9,205,94,74.5,385.66,NA
342,33860,3,31.99,32.88,0,OFT,17/05/2021,08:50:00,2,163,2021,Male,32.140829,34.821023,182,152.03,0,0,0,0,3,0,0,0,3,8,2,4.14,8.27,0.09,140,74,97.67,94,33.97,0.1,99.9,53,0,5,48,-0.987311518,0.881372244,182.7580499,163.4704339,7.9,205,94,74.5,NA,NA
343,33860,3,31.99,32.88,0,CST,17/05/2021,08:50:00,2,163,2021,Male,32.140829,34.821023,182,41.83,0,0,0,0,0,0,0,0,0,0,5,2.71,13.57,0.68,32,21,68.86,92,26.92,0.2,99.8,42,0,2,40,-2.146274587,-0.759280868,182.7580499,163.4704339,7.9,205,94,74.5,NA,83.14
344,33866,1,85.15,0,12.83,LTE,17/05/2021,09:56:00,4,191,2021,Male,32.362509,34.959884,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215.9747104,194.1111683,8.6,201,94,76.3,104.6,NA
345,33866,1,85.15,0,12.83,OFT,10/05/2021,08:52:00,2,190,2021,Male,32.362509,34.959884,211,253.47,3,0,1,3,4,0,2,1,1,9,3,5.51,16.54,2.69,329,31,25.78,95,26.28,33.6,66.4,41,1,5,35,1.607850719,-1.547147871,215.9747104,194.1111683,8.6,201,94,76.3,NA,NA
346,33866,1,85.15,0,12.83,CST,10/05/2021,08:52:00,2,190,2021,Male,32.362509,34.959884,211,80.67,10,0,0,0,0,71,0,0,0,1,13,3,39.02,0.85,143,15,23.88,100,21.15,5.2,94.8,33,0,2,31,-0.354478452,0.700249482,215.9747104,194.1111683,8.6,201,94,76.3,NA,24.89
347,33866,2,85.15,0,12.83,LTE,17/05/2021,09:56:00,4,191,2021,Male,32.362509,34.959884,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215.9747104,194.1111683,8.6,201,94,76.3,600,NA
348,33866,2,85.15,0,12.83,OFT,17/05/2021,09:56:00,4,191,2021,Male,32.362509,34.959884,211,259.7,0,0,0,0,1,0,0,0,0,3,4,2.91,11.66,2.01,368,22,17.97,95,31.41,47.1,52.9,49,1,5,43,0.335698217,-0.665312449,215.9747104,194.1111683,8.6,201,94,76.3,NA,NA
349,33866,2,85.15,0,12.83,CST,17/05/2021,09:56:00,4,191,2021,Male,32.362509,34.959884,211,84.87,0,0,0,0,0,1,0,0,0,0,3,4.08,12.23,0.5,139,10,15.47,92,22.44,2.6,97.4,35,0,2,33,-0.17067355,-0.026917257,215.9747104,194.1111683,8.6,201,94,76.3,NA,42.91
350,33866,3,85.15,0,12.83,LTE,24/05/2021,09:08:00,3,194,2021,Male,32.362509,34.959884,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215.9747104,197.1600349,8.6,201,94,76.3,212.95,NA
351,33866,3,85.15,0,12.83,OFT,24/05/2021,09:08:00,3,194,2021,Male,32.362509,34.959884,211,252.07,3,0,5,0,3,0,8,0,1,10,4,4.87,19.47,1.2,365,36,23.1,100,33.97,55.1,44.9,53,0,6,47,1.022978387,-0.296247957,215.9747104,197.1600349,8.6,201,94,76.3,NA,NA
352,33866,3,85.15,0,12.83,CST,24/05/2021,09:08:00,3,194,2021,Male,32.362509,34.959884,211,67.83,2,0,0,0,0,10,0,0,0,0,8,4.68,37.41,1.23,120,16,20,87,28.21,0.5,99.5,44,0,2,42,-0.490163565,1.246055797,215.9747104,197.1600349,8.6,201,94,76.3,NA,28.29
353,33867,1,85.15,0,12.83,LTE,10/05/2021,10:18:00,5,165,2021,Female,32.362509,34.959884,192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197.481474,168.2520696,4.4,200,90,73.5,600,NA
354,33867,1,85.15,0,12.83,OFT,10/05/2021,10:18:00,5,165,2021,Female,32.362509,34.959884,192,245.17,1,0,1,0,5,0,3,0,2,10,2,6.71,13.43,3.48,316,40,20.97,91,37.82,33.2,66.8,59,1,4,54,1.344831396,-0.413193716,197.481474,168.2520696,4.4,200,90,73.5,NA,NA
355,33867,1,85.15,0,12.83,CST,10/05/2021,10:18:00,5,165,2021,Female,32.362509,34.959884,192,87.97,1,0,1,0,0,2,0,0,0,0,13,3.31,43,0.39,128,23,20.35,98,34.62,0.6,99.4,54,0,1,53,-1.395512777,0.90267299,197.481474,168.2520696,4.4,200,90,73.5,NA,102.91
356,33867,2,85.15,0,12.83,LTE,17/05/2021,09:21:00,3,168,2021,Female,32.362509,34.959884,192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197.481474,171.3111982,4.4,200,90,73.5,600,NA
357,33867,2,85.15,0,12.83,OFT,17/05/2021,09:21:00,3,168,2021,Female,32.362509,34.959884,192,19.87,0,0,0,0,1,0,0,0,0,4,5,3.31,16.57,1.01,14,11,23.44,19,19.87,0,100,31,0,0,31,-2.347787381,0.099695084,197.481474,171.3111982,4.4,200,90,73.5,NA,NA
358,33867,2,85.15,0,12.83,CST,17/05/2021,09:21:00,3,168,2021,Female,32.362509,34.959884,192,37,0,0,0,0,0,1,0,0,0,0,3,4.27,12.81,0.25,87,17,37.17,83,21.79,0.5,99.5,34,1,0,33,-1.743633407,-1.018781689,197.481474,171.3111982,4.4,200,90,73.5,NA,51.94
359,33867,3,85.15,0,12.83,LTE,24/05/2021,08:08:00,1,169,2021,Female,32.362509,34.959884,192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197.481474,172.3309077,4.4,200,90,73.5,600,NA
360,33867,3,85.15,0,12.83,OFT,24/05/2021,08:08:00,1,169,2021,Female,32.362509,34.959884,192,25.17,3,0,0,0,0,0,0,2,0,2,3,6.46,19.37,3.78,29,10,14.77,13,26.92,1.4,98.6,42,0,0,42,-2.803290257,0.255901294,197.481474,172.3309077,4.4,200,90,73.5,NA,NA
361,33867,3,85.15,0,12.83,CST,24/05/2021,08:08:00,1,169,2021,Female,32.362509,34.959884,192,36.1,0,0,0,0,0,0,0,0,0,0,4,5.08,20.32,0.85,48,14,29.43,58,33.33,0.4,99.6,52,0,0,52,-1.939722761,0.156908322,197.481474,172.3309077,4.4,200,90,73.5,NA,49.88
362,33868,1,10.61,100,0,LTE,10/05/2021,10:58:00,6,163,2021,Male,31.849098,35.036662,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176.898812,162.9353836,8.8,206,98,77.3,18.71,NA
363,33868,1,10.61,100,0,OFT,10/05/2021,10:58:00,6,163,2021,Male,31.849098,35.036662,177,326.07,4,0,0,0,4,2,1,0,4,6,4,4.95,19.78,1.23,379,23,13.5,98,32.69,33,67,51,2,3,46,1.67164511,-1.056713605,176.898812,162.9353836,8.8,206,98,77.3,NA,NA
364,33868,1,10.61,100,0,CST,10/05/2021,10:58:00,6,163,2021,Male,31.849098,35.036662,177,94.03,3,0,0,0,0,3,0,0,0,0,4,3.87,15.46,1.28,119,6,7.41,74,14.74,0,100,23,1,1,21,1.024380603,-0.178988352,176.898812,162.9353836,8.8,206,98,77.3,NA,69.18
365,33868,2,10.61,100,0,LTE,17/05/2021,10:36:00,5,168,2021,Male,31.849098,35.036662,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176.898812,167.9334015,8.8,206,98,77.3,14.86,NA
366,33868,2,10.61,100,0,OFT,17/05/2021,10:36:00,5,168,2021,Male,31.849098,35.036662,177,264.37,0,0,0,0,3,0,0,0,2,8,13,4.11,53.44,1.29,320,32,27.27,92,55.13,20.7,79.3,86,0,4,82,2.018053195,1.152465106,176.898812,167.9334015,8.8,206,98,77.3,NA,NA
367,33868,2,10.61,100,0,CST,17/05/2021,10:36:00,5,168,2021,Male,31.849098,35.036662,177,105.67,1,0,0,0,0,2,0,0,0,2,8,3.92,31.33,0.77,154,7,14.95,96,16.03,0,100,25,0,3,22,-0.116128985,0.157138361,176.898812,167.9334015,8.8,206,98,77.3,NA,116.06
368,33868,3,10.61,100,0,LTE,24/05/2021,08:44:00,2,165,2021,Male,31.849098,35.036662,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176.898812,164.9345908,8.8,206,98,77.3,15.11,NA
369,33868,3,10.61,100,0,OFT,24/05/2021,08:44:00,2,165,2021,Male,31.849098,35.036662,177,253.7,0,0,1,0,3,0,1,0,3,5,10,4.76,47.58,1.73,327,30,27.64,93,58.97,28.7,71.3,92,0,5,87,1.985131984,1.279657459,176.898812,164.9345908,8.8,206,98,77.3,NA,NA
370,33868,3,10.61,100,0,CST,24/05/2021,08:44:00,2,165,2021,Male,31.849098,35.036662,177,93.17,0,0,0,0,0,0,0,0,0,0,9,4.44,39.93,1.14,135,9,13.66,88,37.82,0.5,99.5,59,0,1,58,-0.777574229,1.779257169,176.898812,164.9345908,8.8,206,98,77.3,NA,70.71
371,33874,1,47.01,42.09,0,LTE,17/05/2021,08:13:00,1,173,2021,Female,32.137242,34.82251,183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,188.2245299,176.4097457,7.4,200,89,74.5,599.07,NA
372,33874,1,47.01,42.09,0,OFT,17/05/2021,08:13:00,1,173,2021,Female,32.137242,34.82251,183,303.8,8,0,0,0,6,9,5,0,5,18,3,3.93,11.8,0.89,315,41,20.17,96,46.15,37.3,62.7,72,1,1,70,2.013854199,-0.405087998,188.2245299,176.4097457,7.4,200,89,74.5,NA,NA
373,33874,1,47.01,42.09,0,CST,17/05/2021,08:13:00,1,173,2021,Female,32.137242,34.82251,183,113.93,7,0,1,0,0,25,0,0,0,3,8,4.11,32.84,1.23,169,6,10.24,100,14.74,0.2,99.8,23,1,2,20,1.168532233,1.020875146,188.2245299,176.4097457,7.4,200,89,74.5,NA,104.13
374,33874,2,47.01,42.09,0,LTE,24/05/2021,09:40:00,4,178,2021,Female,32.137242,34.82251,183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,188.2245299,181.5082933,7.4,200,89,74.5,600,NA
375,33874,2,47.01,42.09,0,OFT,24/05/2021,09:40:00,4,178,2021,Female,32.137242,34.82251,183,187.37,1,0,0,0,2,6,0,0,2,9,1,2.77,2.77,NA,194,70,91.84,100,19.23,0,100,30,1,4,25,-1.543754292,-0.047021783,188.2245299,181.5082933,7.4,200,89,74.5,NA,NA
376,33874,2,47.01,42.09,0,CST,24/05/2021,09:40:00,4,178,2021,Female,32.137242,34.82251,183,62.67,0,0,0,0,0,181,0,0,0,0,1,3.06,3.06,NA,67,31,57.13,100,16.67,0,100,26,0,1,25,-1.103286872,-1.70465259,188.2245299,181.5082933,7.4,200,89,74.5,NA,189.4
377,33874,3,47.01,42.09,0,LTE,31/05/2021,08:29:00,1,173,2021,Female,32.137242,34.82251,183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,188.2245299,176.4097457,7.4,200,89,74.5,226.57,NA
378,33874,3,47.01,42.09,0,OFT,31/05/2021,08:29:00,1,173,2021,Female,32.137242,34.82251,183,224.1,8,1,0,0,2,0,2,0,3,9,0,0,0,NA,265,51,53.23,92,30.13,3.8,96.2,47,1,3,43,-1.272136022,-0.45341915,188.2245299,176.4097457,7.4,200,89,74.5,NA,NA
379,33896,1,0,94.25,29.6,LTE,08/06/2021,08:14:00,1,172,2021,Male,32.554021,34.912367,179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180.6016347,173.0656302,8.6,204,94,77.9,201.26,NA
380,33896,1,0,94.25,29.6,OFT,08/06/2021,08:14:00,1,172,2021,Male,32.554021,34.912367,179,269.3,13,0,0,0,1,0,1,0,0,10,3,6.46,19.37,1.63,320,32,26.11,97,46.79,35.4,64.6,73,1,5,67,0.876213743,0.36777171,180.6016347,173.0656302,8.6,204,94,77.9,NA,NA
381,33896,1,0,94.25,29.6,CST,08/06/2021,08:14:00,1,172,2021,Male,32.554021,34.912367,179,70.83,7,0,0,0,0,0,0,0,0,2,1,5.81,5.81,NA,100,14,14.12,77,25.64,3.7,96.3,40,0,2,38,0.390459424,-0.030439468,180.6016347,173.0656302,8.6,204,94,77.9,NA,41
382,33896,2,0,94.25,29.6,LTE,14/06/2021,09:10:00,3,172,2021,Male,32.554021,34.912367,179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180.6016347,173.0656302,8.6,204,94,77.9,5.42,NA
383,33896,2,0,94.25,29.6,OFT,14/06/2021,09:10:00,3,172,2021,Male,32.554021,34.912367,179,283.9,8,0,8,0,2,0,2,0,0,8,5,6.46,32.28,1.44,339,31,31.05,100,66.03,61.8,38.2,103,2,2,99,1.904894731,1.369607362,180.6016347,173.0656302,8.6,204,94,77.9,NA,NA
384,33896,2,0,94.25,29.6,CST,14/06/2021,09:10:00,3,172,2021,Male,32.554021,34.912367,179,98.73,15,0,0,0,0,1,0,0,0,2,5,7.35,36.74,2.76,122,16,16.15,89,48.72,33.8,66.2,76,0,1,75,0.015064612,3.268991306,180.6016347,173.0656302,8.6,204,94,77.9,NA,45.61
385,33896,3,0,94.25,29.6,LTE,22/06/2021,14:12:00,13,176,2021,Male,32.554021,34.912367,179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180.6016347,177.0904123,8.6,204,94,77.9,27.27,NA
386,33896,3,0,94.25,29.6,OFT,22/06/2021,14:12:00,13,176,2021,Male,32.554021,34.912367,179,225.27,10,0,1,0,1,0,0,0,1,5,4,5.39,21.58,1.91,228,58,62.42,97,48.72,8.1,91.9,76,1,4,71,-0.450323176,1.319923486,180.6016347,177.0904123,8.6,204,94,77.9,NA,NA
387,33896,3,0,94.25,29.6,CST,22/06/2021,14:12:00,13,176,2021,Male,32.554021,34.912367,179,101.57,6,0,4,0,0,1,0,0,0,3,4,5.38,21.51,1.13,126,25,16.82,100,44.23,15.9,84.1,69,0,0,69,0.189035858,2.217486884,180.6016347,177.0904123,8.6,204,94,77.9,NA,43.05
388,33897,1,0,94.25,29.6,LTE,08/06/2021,09:17:00,3,155,2021,Female,32.554021,34.912367,163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163.6789128,155.4473451,0,205,93,78.2,564.17,NA
389,33897,1,0,94.25,29.6,OFT,08/06/2021,09:17:00,3,155,2021,Female,32.554021,34.912367,163,38.13,4,0,0,0,2,0,0,0,2,9,2,7.06,14.12,1.63,33,21,17.38,26,7.05,0,100,11,0,2,9,-2.263175117,-0.828860466,163.6789128,155.4473451,0,205,93,78.2,NA,NA
390,33897,1,0,94.25,29.6,CST,08/06/2021,09:17:00,3,155,2021,Female,32.554021,34.912367,163,31.8,10,0,0,0,0,0,0,0,2,4,2,3.53,7.07,3.84,40,9,10.99,38,8.33,0,100,13,0,1,12,0.403039194,-0.805299927,163.6789128,155.4473451,0,205,93,78.2,NA,1.42
391,33897,2,0,94.25,29.6,LTE,14/06/2021,11:16:00,7,154,2021,Female,32.554021,34.912367,163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163.6789128,154.444459,0,205,93,78.2,92.44,NA
392,33897,2,0,94.25,29.6,OFT,14/06/2021,11:16:00,7,154,2021,Female,32.554021,34.912367,163,227.97,7,0,0,1,2,0,1,0,3,12,0,0,0,NA,244,60,54.06,100,23.08,2,98,36,1,4,31,-0.797213234,-1.647571493,163.6789128,154.444459,0,205,93,78.2,NA,NA
393,33897,2,0,94.25,29.6,CST,14/06/2021,11:16:00,7,154,2021,Female,32.554021,34.912367,163,115.8,6,0,0,0,0,0,0,0,0,1,0,0,0,NA,144,17,12.79,100,9.62,0,100,15,1,2,12,2.00305256,-1.30337274,163.6789128,154.444459,0,205,93,78.2,NA,200.31
394,33897,3,0,94.25,29.6,LTE,22/06/2021,09:15:00,4,163,2021,Female,32.554021,34.912367,163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163.6789128,163.4704339,0,205,93,78.2,89.41,NA
395,33897,3,0,94.25,29.6,OFT,22/06/2021,09:15:00,4,163,2021,Female,32.554021,34.912367,163,283.5,6,0,0,1,3,0,0,0,4,8,0,0,0,NA,347,33,24.7,100,18.59,2.9,97.1,29,2,5,22,-0.281801098,-2.664586993,163.6789128,163.4704339,0,205,93,78.2,NA,NA
396,33897,3,0,94.25,29.6,CST,22/06/2021,09:15:00,4,163,2021,Female,32.554021,34.912367,163,105.27,2,0,0,0,1,0,0,0,1,3,0,0,0,NA,123,25,16.74,100,23.72,2,98,37,0,1,36,2.296924681,-1.311136605,163.6789128,163.4704339,0,205,93,78.2,NA,50.42
397,33898,1,38.8,68.63,0,LTE,08/06/2021,08:43:00,2,172,2021,Female,32.556928,34.919901,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172.4600671,170.265215,7.9,209,93,76.7,557.07,NA
398,33898,1,38.8,68.63,0,OFT,08/06/2021,08:43:00,2,172,2021,Female,32.556928,34.919901,175,240.17,2,0,1,0,4,3,1,0,3,11,1,8.9,8.9,NA,282,36,29.96,89,28.85,3,97,45,1,2,42,-0.285482033,-0.546482478,172.4600671,170.265215,7.9,209,93,76.7,NA,NA
399,33898,1,38.8,68.63,0,CST,08/06/2021,08:43:00,2,172,2021,Female,32.556928,34.919901,175,79.57,1,0,1,0,0,12,0,0,0,2,3,5.14,15.41,2.69,102,27,22.66,100,25,0.9,99.1,39,0,1,38,-0.761913502,-0.154530147,172.4600671,170.265215,7.9,209,93,76.7,NA,140.63
